,Stock Name,3M Price Chart,Market Cap (Cr),LTPLast Traded Price,Day High Low (%),Week High Low (%),Month High Low (%),Qtr High Low(%),1 Year High low(%),3 Year High low(%),5 Year High low(%),10 Year High low(%)
262,Godrej Properties Ltd.,,46322.4,1666.1,L  2.8%  H  1637.8  1678,L  5.3%  H  1552.7  1678,L  10.6%  H  1478.7  1678,L  29.9%  H  1255  1678,L  26.5%  H  1005  1678,L  86.2%  H  819.8  2598,L  136.1%  H  460.4  2598,L  533.0%  H  154  2598
263,Hitachi Energy India Ltd.,,17921.1,4228.5,L  1.8%  H  4159.8  4275.1,L  -0.8%  H  4125.2  4365,L  3.5%  H  3962  4365,L  35.0%  H  3030.1  4365,L  21.5%  H  2840.1  4365,L  397.3%  H  845.2  4365,L  ;  H  784.1  4365,L  ;  H  784.1  4365
264,Voltas Ltd.,,24971.9,754.7,L  0.8%  H  745  755.3,L  -0.7%  H  745  767.4,L  -7.4%  H  745  818.2,L  -8.4%  H  745  869.9,L  -23.5%  H  737.2  1065.0,L  37.8%  H  529.6  1356.9,L  41.1%  H  427.5  1356.9,L  799.0%  H  62.5  1356.9
265,Vardhman Textiles Ltd.,,10769.1,372.5,L  0.8%  H  369.4  374.5,L  2.8%  H  359.1  384.4,L  3.5%  H  348.5  384.4,L  20.7%  H  303.4  384.4,L  37.8%  H  266  384.4,L  184.3%  H  126.1  576,L  54.4%  H  120.2  576,L  532.0%  H  54.2  576
266,Olectra Greentech Ltd.,,11275.0,1373.7,L  0.8%  H  1315  1394,L  11.5%  H  1260  1465,L  50.2%  H  903.3  1465,L  114.1%  H  622.3  1465,L  135.9%  H  374.1  1465,L  2068.4%  H  55  1465,L  754.0%  H  41.5  1465,L  12164.7%  H  6.8  1465
267,Mahanagar Gas Ltd.,,10687.8,1082.0,L  -0.2%  H  1073.6  1087.7,L  -2.7%  H  1073.6  1134,L  3.3%  H  1010  1134,L  9.2%  H  976  1134,L  36.1%  H  725  1134,L  9.3%  H  665.8  1284.4,L  34.1%  H  663.9  1284.4,L  ;  H  492.7  1377.5
268,ZF Commercial Vehicle Cont...,,23810.0,12553.0,L  1.7%  H  12253.3  12678.0,L  4.2%  H  11866.7  12678.0,L  4.9%  H  11751  12678.0,L  25.7%  H  9950.2  12678.0,L  55.5%  H  7964.2  12678.0,L  81.4%  H  4750.1  12678.0,L  76.1%  H  4750.1  12678.0,L  667.5%  H  1504  12678.0
269,Gujarat Pipavav Port Ltd.,,5806.1,120.1,L  0.5%  H  119  121,L  1.8%  H  116.8  123.4,L  6.1%  H  111.9  127.9,L  5.5%  H  105.2  127.9,L  50.4%  H  77.5  127.9,L  47.6%  H  70.3  127.9,L  0.0%  H  45.5  127.9,L  154.2%  H  42.1  261.9
270,Granules India Ltd.,,7474.3,308.8,L  2.1%  H  302.4  310.5,L  -1.0%  H  300.5  317.5,L  7.6%  H  281.4  317.5,L  3.8%  H  272.4  317.5,L  1.2%  H  267.8  381,L  31.3%  H  227.0  438.0,L  247.4%  H  79.2  438.0,L  2228.8%  H  12  438.0
271,Graphite India Ltd.,,8123.7,415.8,L  1.9%  H  410  423.9,L  2.6%  H  400.6  423.9,L  6.6%  H  388.4  431.7,L  49.4%  H  267.2  431.7,L  2.8%  H  251.7  460,L  142.7%  H  161.8  815.9,L  -56.2%  H  103  1127,L  451.5%  H  57  1127
272,Grasim Industries Ltd.,,115436.3,1753.2,L  -0.4%  H  1743.7  1769.0,L  0.6%  H  1733.3  1784.4,L  -1.5%  H  1696  1805,L  3.1%  H  1655.7  1805,L  26.0%  H  1388.9  1839.5,L  193.8%  H  565  1929.8,L  87.4%  H  385.1  1929.8,L  211.8%  H  385.1  1929.8
273,Easy Trip Planners Ltd.,,7622.5,43.9,L  -0.3%  H  43.7  44.5,L  6.4%  H  41  44.7,L  -0.1%  H  40.0  44.8,L  -2.9%  H  40.0  49.6,L  -7.7%  H  39.7  73.5,L  ;  H  10.1  73.5,L  ;  H  10.1  73.5,L  ;  H  10.1  73.5
274,Welspun Corp Ltd.,,7920.4,302.9,L  0.8%  H  300  308.8,L  4.1%  H  294.6  312.5,L  12.0%  H  258.6  312.5,L  37.8%  H  214  312.5,L  44.4%  H  177.7  312.5,L  270.2%  H  78  312.5,L  159.7%  H  55  312.5,L  610.9%  H  26.8  312.5
275,Welspun India Ltd.,,10191.8,103.2,L  7.8%  H  96  104.4,L  8.4%  H  95  104.4,L  10.5%  H  90.9  104.4,L  27.1%  H  79.2  105,L  48.0%  H  62  105,L  230.6%  H  31.2  170.7,L  96.9%  H  18.5  170.7,L  1697.0%  H  4.8  170.7
276,Mahindra Logistics Ltd.,,2752.1,382.1,L  1.5%  H  375.9  384.3,L  0.2%  H  374.8  385.5,L  4.3%  H  365.2  397.5,L  1.5%  H  353.4  397.5,L  -20.5%  H  349.7  567,L  22.7%  H  273.3  821,L  -33.9%  H  195  821,L  ;  H  195  821
277,Grindwell Norton Ltd.,,23817.5,2151.2,L  -1.2%  H  2141.6  2222.9,L  -2.2%  H  2125.8  2253,L  1.1%  H  2095.1  2310.5,L  11.2%  H  1820  2310.5,L  25.9%  H  1639.7  2328.4,L  317.9%  H  476.5  2328.4,L  321.0%  H  373.6  2328.4,L  1770.6%  H  107.6  2328.4
278,Whirlpool of India Ltd.,,18232.7,1437.1,L  0.2%  H  1430.1  1449.1,L  -1.7%  H  1430.1  1471,L  -2.0%  H  1430.1  1498.8,L  7.5%  H  1291.6  1498.8,L  -14%  H  1217.3  1905,L  -33.9%  H  1217.3  2787,L  -4.9%  H  1217.3  2787,L  706.5%  H  124.1  2787
279,Gujarat State Fertilizer &...,,6730.3,168.9,L  0.4%  H  167.6  169.6,L  1.2%  H  166.3  171.7,L  3.5%  H  159.4  171.7,L  31.8%  H  122.2  183.4,L  23.2%  H  116  183.4,L  188.5%  H  54  198.8,L  56.8%  H  29.8  198.8,L  180.8%  H  29.8  198.8
280,LTIMindtree Ltd.,,150698.7,5093.1,L  4.1%  H  4902  5114.4,L  -0.4%  H  4776.2  5114.4,L  3.8%  H  4776.2  5430,L  9.6%  H  4132.2  5430,L  31.5%  H  3846  5430,L  127.3%  H  2158.7  7588.8,L  175.9%  H  1210  7588.8,L  ;  H  598  7588.8
281,Quess Corp Ltd.,,6613.6,445.7,L  2.3%  H  434  447.7,L  2.6%  H  427.7  447.7,L  3.2%  H  420.2  457,L  20.7%  H  359.4  457,L  -21.5%  H  337.6  674,L  40.0%  H  306.6  989.9,L  -58.4%  H  165  1138.5,L  ;  H  165  1303.2
282,Gujarat State Petronet Ltd.,,16672.4,295.5,L  1.1%  H  293  298.5,L  2.9%  H  285.5  299.9,L  -0.4%  H  282.3  310.8,L  6.9%  H  262  310.8,L  27.5%  H  214.9  310.8,L  41.3%  H  177.4  379.2,L  62.6%  H  146.2  379.2,L  408.2%  H  46.6  379.2
283,Wipro Ltd.,,222344.9,405.1,L  2.7%  H  392.4  405.5,L  2.3%  H  387.9  405.5,L  2.2%  H  377.1  405.5,L  10.0%  H  352  409.8,L  0.9%  H  352  444.9,L  80.0%  H  235  739.9,L  92.3%  H  159.4  739.9,L  187.6%  H  138  739.9
284,Route Mobile Ltd.,,10149.2,1625.4,L  -0.7%  H  1620.5  1673.9,L  2.8%  H  1546.1  1698,L  6.2%  H  1540.1  1698,L  28.0%  H  1237  1698,L  24.6%  H  1136.2  1698,L  ;  H  625  2389,L  ;  H  625  2389,L  ;  H  625  2389
285,Gujarat Alkalies & Chemica...,,4935.0,672.0,L  -0.6%  H  670.2  679.6,L  -0.3%  H  670.2  693,L  -2.4%  H  665.6  698,L  3.8%  H  622  744.8,L  -2.5%  H  556.4  988.6,L  101.5%  H  304.7  1044.7,L  30.9%  H  180.1  1044.7,L  266.6%  H  141  1044.7
286,YES Bank Ltd.,,49891.1,17.4,L  1.2%  H  17.2  17.5,L  -0.6%  H  17  17.8,L  7.1%  H  15.9  18.0,L  13.0%  H  15.3  18.0,L  30.5%  H  13.1  24.8,L  -17.2%  H  10.5  24.8,L  -95.4%  H  5.7  404,L  -82.3%  H  5.7  404
287,Zee Entertainment Enterpri...,,20747.2,216.0,L  8.6%  H  196.1  217.4,L  4.8%  H  194.5  217.4,L  10.9%  H  170.1  217.4,L  3.8%  H  170.1  217.4,L  -3.7%  H  170.1  287,L  29.9%  H  134.7  378.7,L  -57.5%  H  114  540.8,L  -9.4%  H  114  619
288,Gujarat Gas Ltd.,,31679.7,460.2,L  -0.6%  H  459.5  467.4,L  -3.5%  H  459.5  483,L  -5.1%  H  459.3  492,L  -0.6%  H  453.2  508.4,L  1.5%  H  429.7  539.1,L  53.7%  H  281  786,L  202.7%  H  115  786,L  1070.4%  H  31.7  786
289,Zensar Technologies Ltd.,,9660.8,426.6,L  4.5%  H  405.4  429.2,L  9.9%  H  382.4  429.2,L  10.2%  H  376  429.2,L  52.2%  H  259.3  429.2,L  69%  H  201.5  429.2,L  243.3%  H  123.1  587,L  73.1%  H  63.8  587,L  754.6%  H  41  587
290,Havells India Ltd.,,80261.3,1280.8,L  0.7%  H  1258.6  1283.3,L  -0.3%  H  1258.6  1323.9,L  -5.9%  H  1258.6  1373.7,L  8.0%  H  1175.7  1373.7,L  3.1%  H  1024.5  1405.6,L  120.7%  H  562.2  1504.5,L  128.6%  H  447.1  1504.5,L  734.2%  H  117.2  1504.5
291,Zydus Wellness Ltd.,,9225.1,1449.8,L  -0.7%  H  1447  1467,L  -2.2%  H  1447  1489.8,L  -3.8%  H  1447  1525,L  -6.2%  H  1441  1570,L  -9.8%  H  1370.1  1791,L  8.2%  H  1343  2476.9,L  0.4%  H  1088.0  2476.9,L  107.0%  H  435  2476.9
292,Intellect Design Arena Ltd.,,8724.3,640.9,L  5.8%  H  608.1  644.5,L  6.5%  H  582  644.5,L  4.4%  H  575  644.5,L  48.5%  H  413.0  644.5,L  -2.5%  H  388.7  714.7,L  457.5%  H  115.6  986.7,L  226.5%  H  43.8  986.7,L  ;  H  43.8  986.7
293,HCL Technologies Ltd.,,312329.3,1151.0,L  3.8%  H  1111.6  1157.1,L  -0.6%  H  1087.1  1161.9,L  1.3%  H  1087.1  1202.6,L  7.4%  H  1016.3  1202.6,L  27.5%  H  877.4  1202.6,L  94.6%  H  592.5  1377.8,L  134.1%  H  375.3  1377.8,L  433.7%  H  213.9  1377.8
294,HDFC Bank Ltd.,,1431076.0,1644.5,L  0.2%  H  1635  1653.6,L  -1.0%  H  1627.2  1676.8,L  2.7%  H  1579  1757.5,L  -2.8%  H  1579  1757.5,L  21.7%  H  1337  1757.5,L  55.3%  H  993  1757.5,L  50.8%  H  738.8  1757.5,L  372.7%  H  264  1757.5
295,HEG Ltd.,,6213.3,1609.9,L  4.7%  H  1544  1630,L  1.7%  H  1527.1  1630,L  13.4%  H  1422.1  1747,L  54.9%  H  1018.1  1747,L  54.7%  H  918  1747,L  115.8%  H  659  2629,L  -57.5%  H  409.6  4955,L  831.1%  H  115  4955
296,Hero MotoCorp Ltd.,,62676.4,3136.3,L  2.1%  H  3073.1  3142.5,L  -0.4%  H  3055.5  3186.4,L  7.0%  H  2745.1  3206.9,L  28.2%  H  2419.5  3206.9,L  12.3%  H  2246  3206.9,L  20.1%  H  2146.9  3629.1,L  -9.2%  H  1475  3629.1,L  82.9%  H  1475  4092.0
297,SBI Life Insurance Company...,,132157.5,1320.3,L  0.5%  H  1311.4  1326.1,L  2.0%  H  1283.2  1336,L  6.3%  H  1236.1  1336,L  16.8%  H  1090.6  1336,L  15.9%  H  1054  1340.4,L  53.6%  H  755.3  1340.4,L  99.7%  H  485  1340.4,L  ;  H  485  1340.4
298,HFCL Ltd.,,8831.4,64.1,L  0.2%  H  63.5  64.5,L  -3.9%  H  63.5  66.9,L  -8.2%  H  63.5  70.5,L  0.4%  H  60.4  72.3,L  0.6%  H  55.8  88.8,L  398.8%  H  11.3  101.4,L  121.0%  H  8.1  101.4,L  737.9%  H  7  101.4
299,Hinduja Global Solutions Ltd.,,4918.8,1057.4,L  0.1%  H  1052.1  1063.2,L  -2.8%  H  1051.2  1091.8,L  -3.0%  H  1051.2  1104.8,L  -0.3%  H  1010.7  1174,L  -17.7%  H  994.1  1698.6,L  204.5%  H  322.5  1960,L  153.1%  H  206  1960,L  661.9%  H  109.5  1960
300,Hikal Ltd.,,3727.4,302.3,L  -0.5%  H  300.6  305.9,L  -0.6%  H  296  318.5,L  -4.6%  H  296  326,L  -2.6%  H  282  329,L  22.2%  H  243.1  427.8,L  150.2%  H  120.9  742,L  104.3%  H  56.9  742,L  446.4%  H  51.0  742
301,Hindalco Industries Ltd.,,100438.4,447.0,L  2.7%  H  439.6  448.5,L  5.7%  H  422.3  448.5,L  5.2%  H  407.5  448.5,L  5.9%  H  397.8  449.9,L  28.0%  H  344.6  504,L  172.9%  H  154.3  636,L  104.3%  H  84.9  636,L  339.0%  H  58.8  636
302,Hindustan Copper Ltd.,,11614.0,120.1,L  2.4%  H  117.9  121.3,L  0.5%  H  115.9  121.9,L  4.1%  H  112.3  123.1,L  19.4%  H  97.6  123.1,L  34.5%  H  86.6  132.4,L  225.5%  H  31.3  196.8,L  102.2%  H  18.3  196.8,L  80.5%  H  18.3  196.8
303,Hindustan Petroleum Corpor...,,40769.1,287.4,L  0.2%  H  283.5  290.5,L  -6.1%  H  283.5  308,L  4.2%  H  265  308,L  27.7%  H  222.1  308,L  20.8%  H  200.1  308,L  36.6%  H  162.9  354.8,L  6.4%  H  150  354.8,L  457.3%  H  35.1  492.8
304,Hindustan Unilever Ltd.,,628962.1,2676.9,L  0.8%  H  2651.1  2686.5,L  -0.8%  H  2642.5  2716.8,L  -0.8%  H  2627.5  2769.7,L  5.6%  H  2419  2769.7,L  7.2%  H  2393  2769.7,L  19.8%  H  1901.6  2859.3,L  53.6%  H  1477.2  2859.3,L  345.0%  H  537.2  2859.3
305,Hindustan Zinc Ltd.,,138822.9,328.6,L  -0.7%  H  324.1  329,L  -3.5%  H  324.1  334,L  8.7%  H  300.2  344,L  2.8%  H  298.7  344,L  15.8%  H  260.3  383,L  71.5%  H  182.3  408.6,L  19.5%  H  116.1  408.6,L  214.0%  H  94  408.6
306,Honeywell Automation India...,,38222.9,43231.3,L  0.0%  H  43022.2  43691.2,L  1.1%  H  42364.6  44150,L  3.2%  H  40251  44150,L  18.7%  H  34649.2  44150,L  21.9%  H  34343.4  44347.2,L  54.2%  H  26820  49990,L  134.0%  H  18000  49990,L  1658.5%  H  2230  49990
307,IndiaMART InterMESH Ltd.,,17446.0,2849.3,L  3.7%  H  2734.5  2896.9,L  3.8%  H  2611.4  2896.9,L  -1.9%  H  2611.4  3014,L  5.7%  H  2589.7  3048.5,L  45.4%  H  1946.4  3048.5,L  163.2%  H  1017.5  4975,L  ;  H  551.5  4975,L  ;  H  551.5  4975
308,RattanIndia Enterprises Ltd.,,5833.2,42.2,L  2.2%  H  41.1  42.9,L  5.6%  H  39.3  43.2,L  9.0%  H  37.6  44.7,L  9.8%  H  37.2  44.7,L  0.6%  H  32.2  58.5,L  1159.7%  H  3.5  71,L  996.1%  H  1.2  71,L  1123.2%  H  1.2  71
309,Indiabulls Real Estate Ltd.,,3334.0,61.6,L  -0.2%  H  61  62.3,L  -1.9%  H  61  64.7,L  -3.0%  H  58.1  64.7,L  7.4%  H  52.6  75.8,L  -1.6%  H  45.9  94.5,L  -2.9%  H  45.9  195.9,L  -58.9%  H  36.8  195.9,L  -14.4%  H  36.8  269.7
310,Indiabulls Housing Finance...,,5739.3,121.7,L  1.5%  H  119.4  121.9,L  -6.7%  H  119.1  131.9,L  7.6%  H  112.1  132.6,L  19.0%  H  100.8  132.6,L  30.9%  H  90.1  158.7,L  -45.5%  H  89  313.7,L  -89.2%  H  81  1397,L  ;  H  81  1440
311,ICICI Bank Ltd.,,671765.1,960.1,L  0.5%  H  951.4  965,L  1.4%  H  941.3  965,L  2.2%  H  914.8  965,L  6.8%  H  882.4  965,L  27.6%  H  744.2  965,L  177.8%  H  333.8  965,L  258.6%  H  256.5  965,L  398.0%  H  137.6  965
312,IDBI Bank Ltd.,,62041.4,57.7,L  1.0%  H  56.8  58.0,L  0.4%  H  56.8  60.5,L  6.8%  H  53.3  60.5,L  11.6%  H  50.6  60.5,L  72.2%  H  33.2  62,L  46.1%  H  26.4  65.3,L  0.7%  H  17.3  65.8,L  -20.9%  H  17.3  116.4
313,Vodafone Idea Ltd.,,35779.6,7.4,L  1.4%  H  7.2  7.4,L  -1.3%  H  7.2  7.5,L  -7.0%  H  7.2  8.1,L  21.5%  H  6  8.3,L  -15.0%  H  5.7  10.1,L  -21.4%  H  4.6  16.8,L  -86.2%  H  2.4  61.3,L  -95.0%  H  2.4  204
314,IDFC Ltd.,,18215.8,113.9,L  1.1%  H  112.8  114.4,L  2.3%  H  109.6  116.5,L  10%  H  96.5  116.9,L  46.8%  H  76.8  116.9,L  116.9%  H  51.9  116.9,L  507.2%  H  18  116.9,L  152.7%  H  13.3  116.9,L  -15.6%  H  13.3  188
315,RBL Bank Ltd.,,12689.6,211.6,L  7.0%  H  197.9  213.5,L  14.6%  H  183.4  213.5,L  22.1%  H  164.6  213.5,L  43.9%  H  138.9  213.5,L  157.4%  H  80.8  213.5,L  28.2%  H  74.2  274.3,L  -62.9%  H  74.2  716.4,L  ;  H  74.2  716.4
316,IFB Industries Ltd.,,3419.6,844.0,L  1.3%  H  830.1  874.5,L  2.5%  H  824.5  874.5,L  3.7%  H  796.1  874.5,L  2.3%  H  787.8  906.0,L  -10.8%  H  698  1130.0,L  117.1%  H  361.2  1502.9,L  -22.8%  H  219.2  1502.9,L  1367.7%  H  38.7  1547.0
317,Equitas Small Finance Bank...,,10592.4,95.2,L  2.1%  H  93.6  95.6,L  1.3%  H  91.3  97.1,L  8.4%  H  80.1  97.1,L  39.4%  H  67.6  97.1,L  138.5%  H  39.9  97.1,L  ;  H  30.1  97.1,L  ;  H  30.1  97.1,L  ;  H  30.1  97.1
318,Indraprastha Gas Ltd.,,34135.5,487.7,L  1.0%  H  481.1  490.0,L  -1.5%  H  481.1  497.8,L  3.9%  H  455.9  501,L  0.5%  H  455.9  515.7,L  33.2%  H  343.8  515.7,L  17.6%  H  321  602.1,L  92.8%  H  215.2  602.1,L  743.1%  H  47.0  602.1
319,IIFL Finance Ltd.,,20828.6,547.3,L  2%  H  538.0  550,L  7.3%  H  508  550,L  10.3%  H  466  550,L  18.8%  H  432.2  550,L  65.0%  H  323.6  550,L  651.8%  H  65.7  550,L  -13.9%  H  58.2  754,L  912.6%  H  40.0  874
320,Dalmia Bharat Ltd.,,38548.8,2056.2,L  -0.1%  H  2048.5  2081.4,L  -4.2%  H  2035.6  2153.4,L  -6.4%  H  2035.6  2288.8,L  2.8%  H  1901.5  2288.8,L  42.8%  H  1422.2  2288.8,L  194.3%  H  652.3  2548.4,L  ;  H  402.7  2548.4,L  ;  H  402.7  2548.4
321,Indian Hotels Company Ltd.,,55345.9,389.7,L  0.6%  H  384.6  391.9,L  1.9%  H  381.3  397.9,L  -0.4%  H  376.7  406,L  18.8%  H  326.3  406,L  59.7%  H  243.4  406,L  388.9%  H  76.1  406,L  209.1%  H  62.1  406,L  661.0%  H  37.5  406
322,India Cements Ltd.,,6639.5,214.3,L  4.1%  H  206.3  215,L  1.5%  H  204.1  215,L  -5.7%  H  204.1  236.8,L  15.1%  H  176.3  236.8,L  24.7%  H  167.2  299.0,L  83.1%  H  107.5  299.0,L  100.6%  H  67.8  299.0,L  284.0%  H  43.1  299.0
323,Kalyan Jewellers India Ltd.,,18813.9,182.7,L  5.4%  H  175.1  184.2,L  12.4%  H  157.2  184.4,L  62.2%  H  112.3  184.4,L  75.2%  H  101.0  184.4,L  178.2%  H  63.9  184.4,L  ;  H  55.1  184.4,L  ;  H  55.1  184.4,L  ;  H  55.1  184.4
324,Indian Bank,,40395.9,324.4,L  0.8%  H  315.9  325,L  5.2%  H  306.9  327,L  15.1%  H  275.6  327,L  13.0%  H  268  335,L  91.1%  H  166  335,L  431.7%  H  53.1  335,L  -3.1%  H  41.6  379.7,L  203.0%  H  41.6  427.4
325,Motherson Sumi Wiring Indi...,,25664.5,58.1,L  0.4%  H  57.8  58.8,L  -0.5%  H  57.7  59.2,L  0.8%  H  55.4  59.3,L  14.5%  H  49.5  59.4,L  3%  H  45.2  71.2,L  ;  H  40  71.2,L  ;  H  40  71.2,L  ;  H  40  71.2
326,L&T Technology Services Ltd.,,43270.4,4095.0,L  5.4%  H  3900.1  4110,L  3.9%  H  3821.7  4110,L  5.6%  H  3755.3  4110,L  16.0%  H  3310  4110,L  34.2%  H  3045  4318.7,L  184.5%  H  1341.2  5955.5,L  217.5%  H  995  5955.5,L  ;  H  712.3  5955.5
327,Affle (India) Ltd.,,14475.1,1086.3,L  1.9%  H  1066.2  1097,L  2.8%  H  1026.3  1097,L  8.3%  H  1000.6  1139.2,L  15.6%  H  866.5  1139.2,L  4.9%  H  866.5  1369,L  222.7%  H  329  1511,L  ;  H  150  1511,L  ;  H  150  1511
328,ICICI Prudential Life Insu...,,84585.1,587.9,L  -1.7%  H  581.6  605.7,L  2.5%  H  576.8  615.6,L  13.7%  H  510.2  615.6,L  32.7%  H  420  615.6,L  14.5%  H  380.7  615.6,L  39.3%  H  380.7  724.3,L  62.5%  H  226.1  724.3,L  ;  H  226.1  724.3
329,Lemon Tree Hotels Ltd.,,7312.4,92.3,L  1.2%  H  91.7  94.2,L  0.8%  H  89.9  94.2,L  -0.3%  H  89.9  97.6,L  19.7%  H  76.7  99.9,L  44.0%  H  63.7  103.4,L  288.6%  H  23  103.4,L  22.2%  H  14.1  103.4,L  ;  H  14.1  103.4
330,IndusInd Bank Ltd.,,106858.4,1377.0,L  0.1%  H  1367  1384.0,L  1.5%  H  1345.2  1391.5,L  4.1%  H  1262  1413.1,L  24.1%  H  1065.4  1413.1,L  67.7%  H  811.2  1413.1,L  169.6%  H  483.3  1413.1,L  -28.4%  H  235.6  2038,L  173.8%  H  235.6  2038
331,Tejas Networks Ltd.,,14563.6,858.9,L  4.7%  H  826.2  880,L  21.1%  H  702.5  880,L  20.2%  H  702.5  880,L  34.1%  H  618  880,L  84.3%  H  460.6  880,L  1333.8%  H  53.4  880,L  227.6%  H  28.9  880,L  ;  H  28.9  880
332,Indus Towers Ltd.,,44143.1,163.8,L  0.7%  H  160.8  164.6,L  0.2%  H  160.6  167.8,L  -1.8%  H  158.4  171.8,L  19.2%  H  135.8  173.0,L  -27.4%  H  135.2  230.9,L  -21.6%  H  135.2  332.8,L  -45.9%  H  120.1  335,L  4.3%  H  120.1  499.7
333,Infosys Ltd.,,591796.7,1426.0,L  4.5%  H  1380.7  1430,L  7.2%  H  1319.3  1430,L  9.7%  H  1262.3  1430,L  2.7%  H  1185.3  1430,L  -0.2%  H  1185.3  1672.6,L  82.1%  H  794.8  1953.9,L  116.5%  H  509.3  1953.9,L  306.8%  H  335.1  1953.9
334,Hindustan Aeronautics Ltd.,,128294.5,3836.7,L  -0.5%  H  3775.2  3867,L  2.1%  H  3741.1  3945,L  3.3%  H  3580.1  3950,L  36.8%  H  2740.5  3950,L  121.8%  H  1721  3950,L  324.0%  H  658  3950,L  364.1%  H  470  3950,L  ;  H  470  3950
335,Au Small Finance Bank Ltd.,,52110.6,781.3,L  2.8%  H  759.2  782.5,L  2.6%  H  750.5  784.7,L  1.2%  H  732.1  792,L  15.0%  H  630.9  795,L  40.9%  H  539  795,L  145.7%  H  308.4  795,L  145.6%  H  183  795,L  ;  H  183  795
336,One97 Communications Ltd.,,53957.1,850.8,L  1.7%  H  838.7  854,L  0.0%  H  801.3  867.6,L  -0.7%  H  801.3  915.0,L  30.7%  H  637  915.0,L  18.4%  H  438.4  915.0,L  ;  H  438.4  1955,L  ;  H  438.4  1955,L  ;  H  438.4  1955
337,Sumitomo Chemical India Ltd.,,20786.9,416.5,L  -0.3%  H  412.5  424.2,L  -3.8%  H  408.4  437,L  0.8%  H  408.4  449.8,L  -2.1%  H  382  449.8,L  -14.9%  H  382  540.8,L  53.6%  H  258  540.8,L  ;  H  151.1  540.8,L  ;  H  151.1  540.8
338,Aether Industries Ltd.,,14225.7,1073.5,L  -0.3%  H  1061.7  1090,L  -0.4%  H  1044  1097,L  6.1%  H  985.5  1209,L  16.4%  H  895  1209,L  29.8%  H  802.1  1209,L  ;  H  701  1209,L  ;  H  701  1209,L  ;  H  701  1209
339,Indian Overseas Bank,,49146.3,26.0,L  0.4%  H  25.6  26.2,L  -1.5%  H  25.6  27.3,L  5.9%  H  23.7  27.3,L  10.4%  H  23.2  27.3,L  51.2%  H  16.8  36.7,L  153.7%  H  8.5  36.7,L  90.5%  H  6.1  36.7,L  -47.0%  H  6.1  90.0
340,Indian Oil Corporation Ltd.,,136411.2,96.6,L  0.4%  H  95.8  97.7,L  -2.6%  H  95.8  101.5,L  3.7%  H  88.7  101.5,L  25.1%  H  76.8  101.5,L  36.5%  H  65.2  101.5,L  67.7%  H  47.8  101.5,L  -8.9%  H  47.4  114.5,L  159.1%  H  31  154.3
341,Ipca Laboratories Ltd.,,19660.8,775.0,L  0.7%  H  767  778.4,L  2.1%  H  749.0  778.4,L  8.1%  H  691.2  778.4,L  -5.5%  H  669.8  854.6,L  -21.8%  H  669.8  1034.3,L  -6.5%  H  669.8  1383.1,L  107.5%  H  300.0  1383.1,L  122.9%  H  200  1383.1
342,IRB Infrastructure Develop...,,15278.7,25.3,L  -0.4%  H  25.2  25.6,L  -4.2%  H  25.2  27.2,L  -8%  H  25.2  27.8,L  -5.1%  H  25.2  30.3,L  21.4%  H  19.8  34.9,L  110.1%  H  9.7  34.9,L  24.1%  H  4.6  34.9,L  152.0%  H  4.6  34.9
343,ITC Ltd.,,588819.4,472.9,L  0.2%  H  471.4  475,L  1.0%  H  463.7  477.8,L  6.4%  H  442.7  480.7,L  19.5%  H  392.9  480.7,L  62.6%  H  289.5  480.7,L  141.4%  H  163.4  480.7,L  74.9%  H  134.6  480.7,L  102.3%  H  134.6  480.7
344,ITI Ltd.,,10363.2,107.9,L  1.0%  H  106.8  108.7,L  -0.7%  H  106.4  110.7,L  -0.5%  H  106.4  115,L  18.1%  H  90  116,L  -0.5%  H  86.6  129.7,L  -16.7%  H  81  151.7,L  17.5%  H  44.8  151.7,L  543.9%  H  12.2  164.9
345,TCNS Clothing Co. Ltd.,,2627.5,416.0,L  0.1%  H  414.0  417.6,L  -0.3%  H  414.0  423.8,L  0.0%  H  409.6  424,L  -9.7%  H  391.4  542,L  -22.7%  H  391.4  729.9,L  20.6%  H  323.2  932,L  ;  H  295.1  932,L  ;  H  295.1  932
346,Jamna Auto Industries Ltd.,,4476.9,112.3,L  3.0%  H  109.1  112.7,L  0.1%  H  108.3  116.7,L  14.7%  H  95.9  116.7,L  9.8%  H  95.9  116.7,L  -12.5%  H  94.4  132.9,L  271.1%  H  28.1  135.5,L  24.9%  H  21  135.5,L  1437.7%  H  5  135.5
347,BSE Ltd.,,10260.6,757.5,L  2.9%  H  740.3  765.0,L  7.1%  H  692.2  788.0,L  32.8%  H  565  788.0,L  64.9%  H  447.2  788.0,L  15.0%  H  406.2  788.0,L  362.1%  H  155.3  1046.7,L  172.8%  H  91.7  1046.7,L  ;  H  91.7  1046.7
348,J B Chemicals & Pharmaceut...,,19888.8,2569.1,L  1.9%  H  2490.0  2585,L  11.9%  H  2286.3  2774.0,L  18%  H  2143.6  2774.0,L  18.6%  H  1750  2774.0,L  58.1%  H  1611.3  2774.0,L  259.8%  H  710.1  2774.0,L  909.8%  H  248  2774.0,L  3101.3%  H  73  2774.0
